ACMC,ACMC_ATTRIBUTES,ACMH,ACMH_ATTRIBUTES,ACSC,ACSC_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWDR,AWDR_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DAEV,DAEV_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,DASF,DASF_ATTRIBUTES,DATE,DATN,DATN_ATTRIBUTES,DATX,DATX_ATTRIBUTES,DAWM,DAWM_ATTRIBUTES,DWPR,DWPR_ATTRIBUTES,ELEVATION,EVAP,EVAP_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGB,FRGB_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,FRTH,FRTH_ATTRIBUTES,GAHT,GAHT_ATTRIBUTES,LATITUDE,LONGITUDE,MDEV,MDEV_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,MDSF,MDSF_ATTRIBUTES,MDTN,MDTN_ATTRIBUTES,MDTX,MDTX_ATTRIBUTES,MDWM,MDWM_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,NAME,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,SN01,SN01_ATTRIBUTES,SN02,SN02_ATTRIBUTES,SN03,SN03_ATTRIBUTES,SN11,SN11_ATTRIBUTES,SN12,SN12_ATTRIBUTES,SN13,SN13_ATTRIBUTES,SN14,SN14_ATTRIBUTES,SN21,SN21_ATTRIBUTES,SN22,SN22_ATTRIBUTES,SN23,SN23_ATTRIBUTES,SN31,SN31_ATTRIBUTES,SN32,SN32_ATTRIBUTES,SN33,SN33_ATTRIBUTES,SN34,SN34_ATTRIBUTES,SN35,SN35_ATTRIBUTES,SN36,SN36_ATTRIBUTES,SN51,SN51_ATTRIBUTES,SN52,SN52_ATTRIBUTES,SN53,SN53_ATTRIBUTES,SN54,SN54_ATTRIBUTES,SN55,SN55_ATTRIBUTES,SN56,SN56_ATTRIBUTES,SN57,SN57_ATTRIBUTES,SN61,SN61_ATTRIBUTES,SN72,SN72_ATTRIBUTES,SN81,SN81_ATTRIBUTES,SN82,SN82_ATTRIBUTES,SN83,SN83_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,STATION,SX01,SX01_ATTRIBUTES,SX02,SX02_ATTRIBUTES,SX03,SX03_ATTRIBUTES,SX11,SX11_ATTRIBUTES,SX12,SX12_ATTRIBUTES,SX13,SX13_ATTRIBUTES,SX14,SX14_ATTRIBUTES,SX15,SX15_ATTRIBUTES,SX17,SX17_ATTRIBUTES,SX21,SX21_ATTRIBUTES,SX22,SX22_ATTRIBUTES,SX23,SX23_ATTRIBUTES,SX31,SX31_ATTRIBUTES,SX32,SX32_ATTRIBUTES,SX33,SX33_ATTRIBUTES,SX34,SX34_ATTRIBUTES,SX35,SX35_ATTRIBUTES,SX36,SX36_ATTRIBUTES,SX51,SX51_ATTRIBUTES,SX52,SX52_ATTRIBUTES,SX53,SX53_ATTRIBUTES,SX54,SX54_ATTRIBUTES,SX55,SX55_ATTRIBUTES,SX56,SX56_ATTRIBUTES,SX57,SX57_ATTRIBUTES,SX61,SX61_ATTRIBUTES,SX72,SX72_ATTRIBUTES,SX81,SX81_ATTRIBUTES,SX82,SX82_ATTRIBUTES,SX83,SX83_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TAXN,TAXN_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFI,WDFI_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFI,WSFI_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT12,WT12_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV07,WV07_ATTRIBUTES,WV18,WV18_ATTRIBUTES,WV20,WV20_ATTRIBUTES,alt,alt_ATTRIBUTES,station_info,station_info_ATTRIBUTES,station_name,station_name_ATTRIBUTES,time,time_ATTRIBUTES
,,,,,,,,71,",,W",30.07,",,W",29.99,",,W",73,",,W",,,5.82,",,W",,,,,,,2019-06-29,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.26,",,W,2400",,,   80,",,W",   57,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"H,,S",,,,,89,",,W",71,",,W",,,,,,,   60,",,W",   50,",,W",,,,,,,,,,,,,,,30.0,",,W",40.0,",,W",,,,,,,    1,",,W",,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,68,",,W",30.03,",,W",29.95,",,W",72,",,W",,,6.26,",,W",,,,,,,2019-06-30,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   69,",,W",   51,",,W",   87,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,"H,,S",,,,,87,",,W",72,",,W",,,,,,,  160,",,W",  160,",,W",,,,,,,,,,,,,,,16.1,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,72,",,W",30.02,",,W",29.96,",,W",75,",,W",,,6.49,",,W",,,,,,,2019-07-01,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   68,",,W",   47,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,"H,,S",,,,,93,",,W",75,",,W",,,,,,,  160,",,W",  160,",,W",,,,,,,,,,,,,,,17.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,73,",,W",29.99,",,W",29.93,",,W",75,",,W",,,5.82,",,W",,,,,,,2019-07-02,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.28,",,W,2400",,,   79,",,W",   57,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,"H,,S",,,,,91,",,W",76,",,W",,,,,,,  140,",,W",  140,",,W",,,,,,,,,,,,,,,16.1,",,W",19.9,",,W",,,,,,,    1,",,W",,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",29.96,",,W",29.90,",,W",76,",,W",,,6.71,",,W",,,,,,,2019-07-03,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   79,",,W",   67,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,"H,,S",,,,,88,",,W",75,",,W",,,,,,,  150,",,W",  160,",,W",,,,,,,,,,,,,,,19.9,",,W",23.0,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,76,",,W",29.98,",,W",29.92,",,W",78,",,W",,,10.07,",,W",,,,,,,2019-07-04,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   76,",,W",   61,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,91,",,W",80,",,W",,,,,,,  170,",,W",  170,",,W",,,,,,,,,,,,,,,19.9,",,W",23.9,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",30.06,",,W",30.00,",,W",78,",,W",,,7.61,",,W",,,,,,,2019-07-05,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   72,",,W",   50,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,94,",,W",78,",,W",,,,,,,  150,",,W",  180,",,W",,,,,,,,,,,,,,,15.0,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",30.07,",,W",30.01,",,W",77,",,W",,,5.14,",,W",,,,,,,2019-07-06,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   70,",,W",   46,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,95,",,W",76,",,W",,,,,,,  160,",,W",  160,",,W",,,,,,,,,,,,,,,14.1,",,W",16.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",30.01,",,W",29.95,",,W",78,",,W",,,6.26,",,W",,,,,,,2019-07-07,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   71,",,W",   46,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,96,",,W",77,",,W",,,,,,,  140,",,W",  130,",,W",,,,,,,,,,,,,,,21.0,",,W",25.9,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",29.95,",,W",29.90,",,W",78,",,W",,,7.38,",,W",,,,,,,2019-07-08,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   71,",,W",   49,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,96,",,W",79,",,W",,,,,,,  190,",,W",  200,",,W",,,,,,,,,,,,,,,17.0,",,W",21.9,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",29.96,",,W",29.90,",,W",78,",,W",,,8.28,",,W",,,,,,,2019-07-09,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   67,",,W",   44,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"H,,S",,,,,96,",,W",79,",,W",,,,,,,  200,",,W",  190,",,W",,,,,,,,,,,,,,,16.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",29.97,",,W",29.91,",,W",78,",,W",,,5.82,",,W",,,,,,,2019-07-10,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   68,",,W",   43,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,97,",,W",79,",,W",,,,,,,  130,",,W",  140,",,W",,,,,,,,,,,,,,,16.1,",,W",19.0,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",29.87,",,W",29.80,",,W",78,",,W",,,8.50,",,W",,,,,,,2019-07-11,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   62,",,W",   46,",,W",   82,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,"H,,S",,,,,97,",,W",79,",,W",,,,,,,   10,",,W",  360,",,W",,,,,,,,,,,,,,,14.1,",,W",18.1,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,70,",,W",29.77,",,W",29.71,",,W",76,",,W",,,12.97,",,W",,,,,,,2019-07-12,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   54,",,W",   33,",,W",   77,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"H,,S",,,,,98,",,W",83,",,W",,,,,,,   10,",,W",   20,",,W",,,,,,,,,,,,,,,21.0,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,73,",,W",29.75,",,W",29.68,",,W",77,",,W",,,12.08,",,W",,,,,,,2019-07-13,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.02,",,W,2400",,,   68,",,W",   52,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,"H,,S",,,,,93,",,W",78,",,W",,,,,,,  360,",,W",  350,",,W",,,,,,,,,,,,,,,25.1,",,W",33.1,",,W",,,,,,,    1,",,W",,,    1,",,W",,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,73,",,W",29.85,",,W",29.80,",,W",76,",,W",,,7.38,",,W",,,,,,,2019-07-14,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   70,",,W",   49,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"H,,S",,,,,92,",,W",78,",,W",,,,,,,  180,",,W",  170,",,W",,,,,,,,,,,,,,,18.1,",,W",21.9,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,76,",,W",29.93,",,W",29.87,",,W",79,",,W",,,10.51,",,W",,,,,,,2019-07-15,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   74,",,W",   54,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,94,",,W",81,",,W",,,,,,,  180,",,W",  160,",,W",,,,,,,,,,,,,,,23.0,",,W",28.0,",,W",,,,,,,    1,",,W",,,    1,",,W",,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,76,",,W",30.01,",,W",29.95,",,W",79,",,W",,,9.62,",,W",,,,,,,2019-07-16,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   72,",,W",   56,",,W",   91,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,94,",,W",81,",,W",,,,,,,  160,",,W",  170,",,W",,,,,,,,,,,,,,,19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,76,",,W",30.03,",,W",29.97,",,W",79,",,W",,,10.07,",,W",,,,,,,2019-07-17,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   71,",,W",   54,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,95,",,W",80,",,W",,,,,,,  160,",,W",  140,",,W",,,,,,,,,,,,,,,21.0,",,W",29.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",30.01,",,W",29.96,",,W",78,",,W",,,9.84,",,W",,,,,,,2019-07-18,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   69,",,W",   50,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,94,",,W",79,",,W",,,,,,,  150,",,W",  170,",,W",,,,,,,,,,,,,,,18.1,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",30.00,",,W",29.94,",,W",78,",,W",,,9.40,",,W",,,,,,,2019-07-19,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   69,",,W",   50,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,95,",,W",79,",,W",,,,,,,  150,",,W",  150,",,W",,,,,,,,,,,,,,,21.0,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74,",,W",29.97,",,W",29.91,",,W",78,",,W",,,8.50,",,W",,,,,,,2019-07-20,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,",,W,2400",,,   68,",,W",   49,",,W",   85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,"H,,S",,,,,95,",,W",79,",,W",,,,,,,  170,",,W",  170,",,W",,,,,,,,,,,,,,,19.9,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",29.96,",,W",29.90,",,W",78,",,W",,,6.49,",,W",,,,,,,2019-07-21,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   72,",,W",   51,",,W",   85,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,"H,,S",,,,,94,",,W",80,",,W",,,,,,,  160,",,W",   80,",,W",,,,,,,,,,,,,,,17.0,",,W",21.9,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,75,",,W",29.98,",,W",29.92,",,W",78,",,W",,,4.70,",,W",,,,,,,2019-07-22,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.00,"T,,W,2400",,,   76,",,W",   59,",,W",   88,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"H,,S",,,,,90,",,W",80,",,W",,,,,,,  180,",,W",  200,",,W",,,,,,,,,,,,,,,10.1,",,W",13.0,",,W",,,,,,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,72,",,W",29.99,",,W",29.94,",,W",75,",,W",,,10.96,",,W",,,,,,,2019-07-23,,,,,,,,,13.2,,,,,,,,,,,,,29.64586,-95.28212,,,,,,,,,,,,,,,,,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",,,0.07,",,W,2400",,,   70,",,W",   48,",,W",   90,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00012918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,"H,,S",,,,,89,",,W",79,",,W",,,,,,,   10,",,W",   20,",,W",,,,,,,,,,,,,,,17.0,",,W",25.1,",,W",,,,,,,    1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
